   0.13000    0.08000    0.09572   -0.31326    0.22795
   0.74000    0.96000    0.17611   -0.27230    0.24664
   0.97000    0.89000   -0.00302   -0.20037    0.20830
   0.81000    0.66000   -0.32469   -0.43744    0.37468
   0.67000    0.00000    0.17495    0.15411    0.24214
   0.97000    0.75000   -0.32503   -0.26764    0.24014
   0.99000    0.54000   -0.29962   -0.13404    0.26089
   0.50000    0.88000    0.39131    0.20376    0.34212
   0.58000    0.22000    0.44104    0.38187    0.45449
   0.47000    0.60000   -0.57750   -0.45768    1.23316
   0.52000    0.44000   -0.37709   -0.13023    1.64270
   0.71000    0.78000    0.09825   -0.50080    0.37337
   0.00000    0.96000    0.03900    0.32632    0.18666
   0.24000    0.76000   -0.10844    0.55129    0.35429
   0.80000    0.37000   -0.41716    0.37972    0.40151
   0.41000    0.18000    0.52989   -0.31269    0.39447
   0.00000    0.21000   -0.07564   -0.27979    0.22049
   0.98000    0.41000   -0.16660    0.15379    0.26272
   0.22000    0.13000    0.00653   -0.29203    0.27716
   0.91000    0.31000   -0.26252    0.14419    0.28496
   0.04000    0.96000   -0.13208    0.13115    0.19518
   0.04000    0.52000   -0.40908    0.11375    0.27942
   0.24000    0.98000    0.00002    0.44934    0.23395
   0.06000    0.91000    0.03311    0.18833    0.21163
   0.85000    0.11000    0.05497    0.27742    0.24411
   0.59000    0.88000    0.32050   -0.27230    0.33237
   0.84000    0.65000   -0.29291   -0.28426    0.35032
   0.77000    0.09000    0.14847    0.27514    0.26129
   0.41000    0.84000    0.55140    0.14839    0.37144
   0.10000    0.98000    0.10691    0.26643    0.20346
   0.38000    0.05000    0.22159   -0.18268    0.27609
   0.90000    0.25000   -0.17387    0.28274    0.27243
   0.69000    0.89000    0.15767   -0.25370    0.29745
   0.77000    0.11000    0.26170    0.33754    0.27084
   0.88000    0.06000    0.13805    0.14734    0.21917
   0.60000    0.96000    0.36972   -0.11696    0.27301
   0.08000    0.86000   -0.04240    0.34566    0.23076
   0.08000    0.24000   -0.20877   -0.31021    0.25961
   0.16000    0.02000    0.16292   -0.27076    0.21654
   0.98000    0.08000   -0.00280    0.02295    0.19919
   0.98000    0.48000   -0.21111    0.10525    0.26726
   0.99000    0.94000   -0.16574    0.05243    0.19273
   0.85000    0.53000   -0.60632   -0.07295    0.37192
   0.76000    0.03000    0.18155    0.21013    0.23792
   0.77000    0.65000   -0.28600   -0.48671    0.42671
   0.93000    0.79000   -0.18687   -0.31373    0.24674
   0.39000    0.17000    0.39362   -0.33250    0.37583
   0.00000    0.07000    0.03239   -0.20601    0.19246
   0.55000    0.81000    0.48238   -0.27786    0.41924
   0.17000    0.66000   -0.29644    0.22971    0.35527
   0.12000    0.72000   -0.26936    0.31968    0.29369
   0.63000    0.09000    0.35121    0.24930    0.30014
   0.10000    0.03000    0.12836   -0.03843    0.20606
   0.42000    0.92000    0.33126    0.10091    0.30204
   0.70000    0.78000    0.15460   -0.41321    0.38021
   0.70000    0.00000    0.33032    0.14300    0.23728
   0.25000    0.77000   -0.03962    0.45484    0.35401
   0.17000    0.27000   -0.07450   -0.48802    0.32212
   0.08000    0.62000   -0.52796    0.26467    0.29531
   0.85000    0.31000   -0.06221    0.49554    0.32554
   0.08000    0.23000   -0.25839   -0.19994    0.25671
   0.22000    0.98000    0.15472    0.20658    0.22967
   0.88000    0.16000   -0.01975    0.32536    0.25115
   0.12000    0.07000   -0.01895   -0.28718    0.22215
   0.81000    0.90000    0.00519   -0.38109    0.25313
   0.13000    0.85000   -0.09751    0.35118    0.25145
   0.21000    0.83000   -0.05757    0.35038    0.29353
   0.28000    0.08000    0.20805   -0.16494    0.27097
   0.58000    0.95000    0.47183   -0.14633    0.28158
   0.93000    0.02000   -0.13866    0.17314    0.19708
   0.04000    0.15000   -0.16646   -0.31946    0.22049
   0.07000    0.71000   -0.17376    0.29803    0.26836
   0.19000    0.09000    0.06773   -0.29835    0.24906
   0.23000    0.52000   -0.69797    0.03956    0.49140
   0.65000    0.49000   -0.22740    0.14703    0.90276
   0.43000    0.50000    0.39449   -0.10345    1.57110
   0.04000    0.29000   -0.04651   -0.10987    0.25334
   0.51000    0.01000    0.22200    0.03580    0.26174
   0.29000    0.97000    0.24755    0.18281    0.24867
   0.51000    0.99000    0.38364   -0.06203    0.26174
   0.77000    0.80000   -0.19638   -0.39918    0.32097
   0.00000    0.24000   -0.19166   -0.31891    0.22635
   0.90000    0.73000   -0.16271   -0.40569    0.27880
   0.14000    0.94000    0.05053    0.35451    0.22431
   0.95000    0.29000   -0.29245    0.21841    0.25817
   0.95000    0.76000   -0.13226   -0.18831    0.24621
   0.10000    0.20000   -0.10076   -0.21441    0.25634
   0.87000    0.23000    0.01585    0.49029    0.28095
   0.88000    0.85000   -0.13889   -0.35412    0.24775
   0.85000    0.98000   -0.10088   -0.10441    0.21434
   0.34000    0.21000    0.28966   -0.43019    0.39601
   0.18000    0.17000    0.03919   -0.30818    0.27990
   0.78000    0.30000   -0.05535    0.45587    0.38021
   0.96000    0.24000   -0.33900    0.34156    0.24201
   0.62000    0.01000    0.33855    0.16507    0.25396
   0.78000    0.20000    0.15216    0.30946    0.31539
   0.63000    0.42000   -0.16552    0.16306    0.88968
   0.55000    0.47000    0.21041   -0.24806    1.69487
   0.27000    0.64000   -0.26873    0.61327    0.49430
   0.46000    0.52000    0.18009   -0.13532    1.83314
   0.07000    0.57000   -0.21386    0.19271    0.29613
   0.28000    0.80000    0.18857    0.47670    0.34991
   0.99000    0.17000   -0.29584    0.24571    0.21557
   0.10000    0.20000   -0.14661   -0.39018    0.25634
   0.96000    0.48000   -0.19410   -0.02978    0.27942
   0.91000    0.58000   -0.38655    0.00216    0.30953
   0.36000    0.93000    0.25755    0.24143    0.28475
   0.82000    0.25000   -0.17148    0.43332    0.31891
   0.60000    0.95000    0.35783   -0.10175    0.27907
   0.83000    0.72000   -0.04228   -0.26918    0.32696
   0.27000    0.84000    0.18372    0.33308    0.31529
